gene_id	length	eff_length	est_counts	tpm
ACAD9-DT	4088	3256.494	19	0.662589
ACADL	8692	7305.809	7.97911	0.3084791
ACADM	160280	143368.064	1150.00045	28.8405016
ACADS	4399	3567.254	614.99954	15.419994
ACADSB	8543	7434.102	1426.00098	15.094405
ACADVL	33884	23133.8922	8050.15048	261.232689
ACAP1	12833	9645.6495	1	0.268377
ACAP2	20656	16566.9807	1066.99807	6.637784
ACAP2-IT1	690	412.801	12	1.0628
ACAP3	21846	18320.9113	696.13285	19.383136
ACAT1	23239	17140.575	2384.5407	79.8042011
ACAT2	4017	3185.254	2242.0036	67.091041
ACBD3	3878	3362.5106	1466.00041	16.879166
ACBD4	20858	16422.267	411.23769	11.196883
ACBD5	94759	86718.758	2747.4317003	34.3250715981
ACBD6	19075	16857.106	1658.9979	55.1646562
ACBD7	3844	3289.551	80.2161	0.948258
ACCS	13712	10114.642	802.999776	24.95457
ACCSL	3626	3071.5	0.99999976792	0.0239151418964
ACD	61388	49225.3526	533.00006	16.3983515
ACE	33609	27789.17	21.000022	0.3847303
ACE2	45226	42176.305	5.069036	0.04770324
ACER2	2773	2495.75	45	0.659207
ACER3	120470	110766.513	2457.20018	18.5321412
ACHE	24778	20896.559	4.99999869796	0.119640767832
ACIN1	42379	36014.329	4400.71115	66.772355
ACKR2	12651	9601.568	3.04915	0.0428473
ACKR3	2728	2173.551	4	0.1677854
ACKR4	2734	2180.316	7	0.125899
ACLY	22539	19766.755	22887.1708	232.77995
ACMSD	5023	3914.055	11	0.404421
ACNATP	1225	947.754	1	0.0385758
ACO1	14662	13830.25	1056.4659	10.11496
ACO2	86407	77812.403	2735.74846	46.6404641
ACOT1	2957	2402.504	40.88658	1.0873754
ACOT11	15293	13906.801	202.02408	3.0260775
ACOT12	4130	3021.153	1	0.020213
ACOT13	9165	8333.301	254.371038924	6.71784329224
ACOT2	5151	4045.356	798.213	22.918671
ACOT4	1465	1187.75	65.8456	2.0268
ACOT7	12720	10224.805	1510.99828	47.196379
ACOT8	16308	12704.029	426.99989	20.6118953
ACOT9	13693	11475.153	2600.4659	53.169736
ACOX1	24507	20945.2716	1486.03877	18.510295
ACOX2	12095	8491.897	74.99998	3.313743
ACOX3	12044	9826.204	353.99939	6.582891
ACOXL	15152	12105.838	3	0.0723608
ACP1	10510	6907.576	4065.7094	154.98618
ACP2	18262	14151.4442	1208.99785	26.856611
ACP3	9543	7048.06	14.999998	0.3948202
ACP6	19774	17001.665	381.05834	9.882187
ACP7	7675	6566.055	1.054866623	0.01477784155
ACRBP	8732	6237.06	7	0.2827732
ACSBG1	19122	15240.916	10	0.0615727
ACSF2	21502	14728.5024	574.00028	22.1980927
ACSF3	37231	31964.919	589.394349	9.7836498
ACSL1	50441	46005	549.99965	5.971415
ACSL3	155774	145793.964	4568.70726355216	53.7600659256466
ACSL4	64412	59426.554	1454.00069	11.8998774
ACSL5	18430	16212.153	186.00019	2.6441702
ACSL6	93638	84213.271	3.01147	0.03105582
ACSM2A	25414	20988.901	2.00496135	0.4259903714
ACSM2B	26831	21566.022	0.995039	0.0166209
ACSM3	16090	11934.33	718.21312	15.426756
ACSM6	5318	4486.25	3	0.0540367
ACSS1	16590	15203.75	819.03122	8.7947734
ACSS2	24016	17424.5076	805.9997982	19.40440836
ACTA1	5150	4318.25	3	0.0559954
ACTA2	10595	8931.551	150.7412	4.063528
ACTA2-AS1	4746	3637.106	3	0.1255598
ACTB	29676	23300.481	50987.19313	1223.055392
ACTBP14	1089	811.754	1	0.0450388
ACTBP4	1070	792.754	1	0.0461182
ACTBP7	1124	846.754	1	0.0431771
ACTC1	7968	6304.602	2	0.0661874
ACTE1P	4105	3007.342	1	0.200001
ACTG1	46121	39189.762	99146.99235	2206.3114202
ACTG1P1	1129	851.754	6	0.257542
ACTG1P14	1122	844.754	7	0.302955
ACTG1P17	3318	2486.305	2	0.1841586
ACTG1P20	468	190.801	13	2.491
ACTG1P24	877	599.754	5	0.304795
ACTG1P25	3354	2799.504	1	0.0178888
ACTG1P3	1114	836.754	6	0.262159
ACTL6A	12241	8516.6126	2571.01413	98.048734
ACTL8	3511	2956.5	22.99996	0.577509
ACTMAP	12145	9383.401	505.63512	9.959803
ACTN1	128172	115190.0712	10276.74008	139.8306685
ACTN3	6670	5838.301	2	0.028072
ACTN4	24573	21523.582	4450.42889	201.15114216
ACTR10	15052	10616.561	1431.9995	40.970334
ACTR1A	11842	9901.407	4899.20489	76.337065
ACTR1B	4085	3253.305	1121.0018	24.032261
ACTR2	7609	6500.102	16386.40834	200.062542
ACTR3	17365	15147.255	6564.81427	127.077376
ACTR3-AS1	2315	1211.068	4.2009	0.242727
ACTR3B	11333	9975.3701	209.9972	4.801711
ACTR3C	9822	8158.661	2.00281	0.0135105
ACTR5	2547	2269.75	385	6.20144
ACTR6	14833	11245.4863	1389.002	63.411283
ACTR8	8780	7116.657	635.23711	10.842839
ACTRT3	1671	1393.75	74	1.94114
ACVR1	64005	57073.954	770.000057442	11.63379927427
ACVR1B	13089	11149.366	2376.32626	26.6446486
ACVR2A	15660	13767.2402	163.99987	2.001398
ACVR2B	18818	17986.3	400.00017	1.411956
ACVR2B-AS1	2517	2239.75	38.0143	0.620522
ACVRL1	18811	16596.36	13.000013	0.42679826
ACY1	31434	23400.101	425.64298	15.067831
ACY3	2304	1749.504	111.0005	3.888435
ACYP1	3829	2165.806	272.83194	30.534064
ACYP2	9638	7142.966	44.04953	1.993519
ADA	104194	87282.092	476.7207059545	14.0784260394
ADA2	87575	79257.712	2.06551	0.0490759
ADAL	17658	15440.106	117.84679	2.1501726
ADAM10	27325	22612.507	8969.99831	182.183735
ADAM11	14864	13477.801	135.99999	1.771563
ADAM12	21142	19218.385	96.99999	0.842965
ADAM15	54678	45842.8956	3285.441270142	69.0742956279
ADAM17	92394	84631.106	2543.00537350252	28.5785490442059
ADAM19	15169	13782.801	172.00033	1.0340879
ADAM1A	2129	1851.75	4.80353	0.0948393
ADAM20	5575	5020.5	1	0.014584018
ADAM21	5808	5253.5	1	0.0126781
ADAM22	51256	47374.657	27.000013	0.1327622
ADAM23	9508	8676.301	7.000004	0.04501116
ADAM28	25586	21982.111	833.9999	14.0423524
ADAM32	37186	31181.2375	39.831726	0.4615852
ADAM33	15949	14562.75	3	0.0527122
ADAM3A	17749	15253.762	42	1.99744
ADAM8	15135	12087.319	101.99993	6.2095439
ADAM9	121345	112698.25	19634.04997424	188.8482275171
ADAMTS1	42213	39440.504	5.3447	0.0431016
ADAMTS10	24623	20741.818	695.31154	33.7545328
ADAMTS12	20711	18072.5602	13.999999	0.54361555
ADAMTS13	28446	25950.758	60.00005	1.058769
ADAMTS14	10826	10271.5	1	0.00732416
ADAMTS15	6006	5728.75	91	0.580754
ADAMTS16	11075	10073.9085	33	0.4334376
ADAMTS16-DT	11444	10335	18.00004	0.2435997
ADAMTS2	19352	17716.091	1	0.0206935
ADAMTS4	12085	11271.0446	6.70361	0.0257992
ADAMTS6	23316	21114.7311	11.999999	0.076187
ADAMTS7	15310	13923.801	111	1.182639
ADAMTS8	5878	5323.5	26	0.283688
ADAMTS9	32987	30214.653	7	0.0756104
ADAMTSL3	23828	21610.204	2	0.0155287
ADAMTSL4	26861	24643	18.210395	0.2431664
ADAMTSL4-AS1	1914	1636.75	1	0.0223371
ADAMTSL4-AS2	665	387.801	1	0.0942762
ADAMTSL5	11518	8490.8156	26.000037	0.8770481
ADAP1	25355	20091.556	28.14415	1.0876922
ADAP2	12081	9083.9316	138.99989	4.513152
ADAR	171206	162369.9263	8428.52983641	53.41871015328
ADARB1	49937	45819.657	118.00003	1.9060455
ADAT1	14271	11498.857	1471.50805	28.704737
ADAT2	13419	12587.301	323.0012	5.305194
ADAT3	2582	2027.504	20.99996	0.636929
ADCK1	13280	11062.161	259.00043	7.787108
ADCK2	7766	6379.805	713.99964	13.799315
ADCK5	8055	5892.2069	158.000265	3.7680441
ADCY1	17966	16579.855	951.00021	3.86441
ADCY10	18619	17232.801	3	0.117993
ADCY10P1	8931	8099.301	7.00533	0.0617388
ADCY2	21417	19199.712	2	0.011483
ADCY3	24766	21162.017	1662.22726	31.553483
ADCY4	34419	29153.644	4	0.0535143
ADCY5	51149	46713.208	180.0001024133	1.874015969559
ADCY6	27538	25049.841	2612.25682	23.440457
ADCY6-DT	912	357.726	36	6.72201
ADCY7	37862	33558.9545	58.53976312808	5.0041189942239
ADCY9	13550	11609.505	559.359255	4.1698256
ADD1	58674	50701.3022	2015.03517	27.1213347
ADD2	31250	27368.767	2021.38266	17.177078
ADD3	20838	15511.1891	2725.65225	47.300321
ADD3-AS1	12012	10625.758	8.0019	0.099158
ADGB	31408	27869.2554	2.052924	0.01782777
ADGRA2	13785	12953.301	134.999948887035	0.74663682541159
ADGRA3	20917	17358.1276	1367.97484	16.089873
ADGRA3P1	4815	4260.5	7.02074	0.0831287
ADGRB1	21921	20534.801	7	0.2121341
ADGRB2	47181	43022.407	363.000303626	3.76953011349
ADGRD1	34293	29857.463	25.00128	0.4650839
ADGRD1-AS1	2314	1759.508	21.9226	0.859588
ADGRD2	14513	12295.106	2	0.0394447
ADGRE1	16712	14494.106	87.99997	1.3764495
ADGRE2	29952	26347.856	6.04632	0.0339368
ADGRE5	16410	12022.4621	1637.96182	44.418119
ADGRF1	29277	25673.013	4	0.078424
ADGRF3	27532	24816.6714	11	3.139842
ADGRF4	9277	8445.25	28.99996	0.3734675
ADGRG1	86665	64795.5954	6213.14523784927	123.719025084959
ADGRG2	51511	48461.25	40.99996	0.33789744
ADGRG3	10261	8320.36	20.99999	0.436468
ADGRG4	28724	27892.25	1	0.00420536
ADGRG5	15160	13230.359	1	0.00814126
ADGRG6	35448	31566.912	3551.37631	31.522336
ADGRG7	8328	6941.852	1	0.0213335
ADGRL1	19508	17291.071	508.99995	3.290614
ADGRL1-AS1	4109	3277.352	33.00321	1.496427
ADGRL2	181818	170189.3129	508.26892	3.507628
ADGRV1	112990	102732.283	285.006746893	5.83870616057
ADH1B	19670	18006.551	3.0105628	0.033495903
ADH1C	3471	2362.106	186.00042	5.96032
ADH4	10895	7910.6509	6	0.1720082
ADH5	13311	9731.2021	4559.0902487	117.992070866
ADH6	11506	9288.161	257.999802	4.0570623
ADH7	8298	6634.602	1	0.0348941
ADHFE1	19717	15281.365	18.4185	0.606031
ADI1	8607	7498.051	2275.60444	43.221895
ADIPINT	6307	5752.5	1	0.00797608
ADIPOQ	9141	8586.5	2.03641	0.0174575
ADIPOR1	7253	5866.762	2488.2858	52.559319
ADIPOR2	7219	5278.873	3223.60122	34.314679
ADIRF-AS1	9156	8047.051	179.9898	2.664644
ADISSP	5221	4112.008	1518.0005	57.670555
ADK	21071	17197.606	923.35312	26.761786
ADM	9538	7320.157	2799.0021	129.23357
ADM-DT	803	525.801	8	0.556262
ADM2	8489	7934.5	14.1417	0.131367
ADNP	43299	40803.805	4156.2472	38.276482
ADNP-AS1	3846	2737.016	12	0.615983
ADNP2	7631	6427.487	1572.99665	12.623326
ADO	3760	3482.75	1438	15.0955
ADORA1	14778	12837.305	7.999997	0.11167561
ADORA2A	18331	14172.713	25	0.645649
ADORA2A-AS1	7195	6086.004	48	0.769775
ADORA2B	3397	2842.5	59	1.7161406
ADPGK	22081	18199.814	777.74524	13.039824
ADPGK-AS1	5987	5155.301	2.00031	0.0330205
ADPRH	14097	12156.305	134.00003	1.696836
ADPRHL1	23161	21774.801	241	10.2309021
ADPRM	5020	3911.012	205.8316	6.930534
ADPRS	1651	1373.75	526	13.9987
ADRA1A	21072	18022.352	1	0.0691383
ADRA1B	3531	2699.352	95.4018	1.56426
ADRA1D	3454	2899.551	119.00038	1.78821
ADRA2A	3879	3601.75	23	0.233466
ADRA2B	3696	3418.75	1	0.0106941
ADRA2C	3742	3187.5	60	1.17636
ADRB1	3039	2761.75	18	0.238286
ADRB2	2013	1735.75	15	0.315947
ADRM1	5635	4248.852	2973.9116	94.684024
ADSL	62059	52427.7472	2849.6319	78.1763411
ADSS1	16683	13100.8475	324.05326	10.703504
ADSS2	4294	3462.305	2051.00482	34.007395
ADTRP	9721	6948.767	6	0.5130024
AEBP2	17794	15299.009	1486.64842	27.8178652
AEN	11592	9928.563	2904.38595	38.279755
AFAP1	35541	32783.4266	1844.99637	9.889361
AFAP1-AS1	12252	11697.5	13	0.07425428
AFAP1L1	14034	12410.8531	108.00005	1.8824051
AFAP1L2	17712	15771.356	1066.99923	12.185676
AFDN	85546	79170.314	827.27279	10.729605
AFDN-DT	15658	12168.3452	2.15862	0.1616735
AFF1	39129	35802.255	901.7882516	4.24683273
AFF2	42672	40731.354	1	0.0301964
AFF3	57332	49580.607	2	0.08806989
AFF4	19389	16894.428	4015.59418	17.900131
AFG1L	12517	10576.454	107.99997	3.662791
AFG3L1P	48644	42544.708	514.48353345204	13.5533660350575
AFG3L2	30123	26796.145	2703.99924	41.303756
AFM	2413	1859.773	5	0.106295
AFMID	12178	8019.862	257.87253	22.552065
AFP	6751	4937.638	15.00001	1.0718576
AFTPH	38794	35467.051	1393.1942370509	14.250907767548
AFTPH-DT	1924	1646.75	7	0.15541
AGA	5103	3441.067	730.00002	23.527551
AGA-DT	6873	5764.051	9	0.2877912
AGAP1	40163	36836.156	1176.00052	7.644556
AGAP1-IT1	1360	805.602	23	2.026687
AGAP10P	2418	2140.75	28.2792	0.48296
AGAP11	1740	1462.75	4.0173	0.100409
AGAP12P	4500	3945.5	17.2374	0.302729
AGAP13P	2061	1783.75	31.6389	0.648481
AGAP14P	2060	1782.75	2.04867	0.0420137
AGAP2	15890	14781.051	17.000013	0.221041
AGAP2-AS1	1500	1222.75	333.723	9.97834
AGAP3	28591	21702.3775	998.62295	33.856837
AGAP4	6647	5284.5194	211.52526	5.70185
AGAP5	5646	4814.301	38.9552	2.853691
AGAP6	25589	22816.5	204.90852	3.2724876
AGAP9	2387	2109.75	266.814	4.62367
AGBL1	23481	21817.601	2.00053	0.01706557
AGBL2	17062	13492.4854	45	0.819927
AGBL3	13907	11966.356	130.82436	8.2084316
AGBL4	10359	8972.801	1	0.0339858
AGBL5	15629	12856.755	1012.99918	21.623855
AGER	109812	81257.374	48.000003	2.6828543
AGFG1	19576	17358.106	5529.99227	81.178743
AGFG2	9853	8466.758	668.0635	13.431288
AGGF1	7009	5900.106	1325.01914	11.837639
AGGF1P10	2191	1913.75	2	0.038208
AGGF1P2	2106	1828.75	6	0.119952
AGGF1P8	1000	722.754	1	0.0505848
AGK	48877	40851.236	1608.00033	44.946677
AGL	50772	48554.051	950.9999	5.099069
AGMAT	3095	2817.75	79.6226	1.0331
AGMO	3998	2890.085	369.04325	8.381383
AGO1	35612	33671.3	1069.99919864	4.2613836599
AGO2	23901	21209.9835	2985.0042	9.3175024
AGO3	30381	28440.406	333.487552	1.9450475
AGO4	8091	7297.1326	327.03446	2.24814
AGPAT1	113593	98067.357	1310.00739	24.7298593
AGPAT2	4465	3356.102	1847.9995	58.3788
AGPAT3	38068	33082.896	2459.0999258	24.662372925
AGPAT4	24007	22343.559	144.00039	0.921201
AGPAT5	10703	8762.505	2698.66501	34.39895
AGPS	117737	110805.859	2013.792658	24.3331804
AGR2	5094	3340.4217	2708.14134	224.962255
AGR3	2281	1177.884	5	1.361036
AGRN	35898	33172.5398	7408.92007	64.1700462
AGT	50884	47279.75	12.0000103138829	0.173761806893103
AGTPBP1	20524	18306.157	928.9994056371	9.497206136257
AGTR1	17199	14703.801	56.99995	1.630192
AGTRAP	12780	8898.838	723.99978	32.3248655
AHCTF1	37689	35763.4203	4058.75472	21.061202
AHCTF1P1	6821	6543.75	2.41464	0.0134908
AHCY	9060	7396.606	10855.65807	214.250356
AHCYL1	12861	11197.653	7093.9966	84.656075
AHCYL2	19971	16644.357	623.21647	5.994895
AHDC1	45132	40419.26	516.5301666472	11.208597379538
AHI1	298954	280656.87	889.057852	10.0822317
AHI1-DT	33940	27009.192	14.02057	0.33540942
AHNAK	23590	21372.36	6904.53911	18.863215
AHNAK2	41815	40706.1	4512.66488	20.052435
AHR	19704	17987.2273	1983.7299	22.617083
AHRR	23254	20204.733	507.296142	4.5108044742
AHSA1	10216	6612.713	5444.00016	308.125289
AHSA2P	27877	23722.138	1235.78546	21.9950688
AHSG	4396	3564.254	25.00003	0.7266011
AICDA	22282	19873.5033	4.12069	0.0555764
AIDA	10531	8867.61	2314.18537	31.3388897
AIDAP2	5061	4229.258	4.01639	0.1627021
AIF1L	20628	17856.71	71.99998	0.8506
AIFM1	64019	55424.36	4086.58966	77.0829813
AIFM2	9903	8794.004	2148.1626	27.619302
AIFM3	25525	20257.76	68.99994	2.0441392
AIG1	16326	13553.815	635.28897	21.622989
AIM2	14706	12488.102	4	0.0700236
AIMP1	45485	40217.305	2669.0008	76.342366
AIMP2	3942	2833.063	1281.0505	51.610128
AIP	13148	10098.376	949.99973	36.816211
AIPL1	18553	15505.127	3	0.0610441
AJM1	4642	4364.75	91.4761	0.766229
AJUBA	9761	7821.554	2336.27544	32.239551
AJUBA-DT	2412	1580.356	33.00003	2.476798
AK1	5316	3652.755	482.03959	24.753925
AK2	77796	71219.0388	5116.856638207	160.7119426005
AK3	10489	9380.051	352.994199	9.07651592
AK3P3	664	386.801	2	0.18904
AK4	25737	23519.063	1885.969782471	19.57341725586
AK4P1	672	394.801	106.162	9.8311
AK4P3	2435	1880.551	26.1571	0.58108
AK5	14316	10824.3997	50.000016	1.8827125
AK6	9266	6493.814	912.9142	47.49102
AK7	6475	5088.903	311.03284	7.752031
AK8	6769	5443.1109	42.99996	1.1215235
AK9	24100	20774.688	117	2.9746377
AKAP1	31900	26632.894	4039.79014	44.465161
AKAP1-DT	3008	2176.305	43.01249	3.2156712
AKAP10	11370	8389.161	1401.00031	17.673321
AKAP11	9915	9637.75	446.982	1.69561
AKAP12	28101	26714.801	3837.71	21.4896
AKAP13	58912	52316.405	3365.49885	18.1312125
AKAP14	3123	1743.428	4	0.22717
AKAP17A	17236	15572.5	1118	15.69972
AKAP3	8932	7268.704	4.999999672	0.46062138003
AKAP5	9088	8533.5	216.63027	1.355601
AKAP6	34100	29956.4856	89.677226	1.8554282
AKAP7	17587	14538.79	215.0002757	4.05556095
AKAP8	37276	33949.051	1140.99979	15.9532573
AKAP8L	88174	77361.662	1427.00077	37.044517
AKAP9	285747	276875.851	1270.93536272491	6.16988511817806
AKIP1	10534	7484.478	741.72737	44.904102
AKIRIN1	5979	4870.055	2042.7153	38.32019
AKIRIN2	2311	1757.921	240.5553	25.24558
AKNA	34428	31998.3103	349.046747	3.489397
AKR1A1	12197	8339.3722	2391.61077	97.228865
AKR1B1	12448	8566.967	14552.02372	601.440578
AKR1B10	3784	2675.106	199106.58	5724.788
AKR1B15	6251	5142.004	365.15245	10.7419
AKR1C1	11495	10108.856	33876.191	1150.0747
AKR1C2	11946	9173.81	137730.6199	6952.31012
AKR1C3	9878	6828.525	71756.29116	2930.4385042
AKR1C4	3414	2582.305	37.0039	1.319084
AKR1C5P	609	331.801	1.00003	0.110191
AKR1C7P	895	617.754	39.0982	2.31394
AKR1C8	4955	3846.059	8.04139	0.2720251
AKR1E2	11862	8293.8511	279.29681	14.799334
AKR7A2	4733	3346.86	711.951	24.864213
AKR7A3	1215	937.754	15.0224	0.585681
AKR7L	3842	3010.301	26.0269	0.704739
AKT1	61396	55296.602	4854.17288	88.4213268
AKT1S1	15664	13194.0483	1153.89865	16.427959
AKT2	52976	40959.1752	5488.43845	180.258258
AKT3	66914	58876.689	1751.018125	16.85172267
AKT3-IT1	517	239.801	1	0.152462
AKTIP	14918	11036.92	428.57174	12.745108
ALAD	10721	8226.107	1022.0001	17.295802
ALAS1	10250	8603.2271	2429.00285	47.293264
ALB	20218	15034.536	2.000004	0.0942762
ALCAM	20408	17912.856	8083.41842	74.733936
ALDH16A1	15868	13692.1971	1021.74535	14.290927
ALDH18A1	8708	7321.903	3146.00442	40.507015
ALDH1A1	6221	4368.0863	413568.45	11141.52455
ALDH1A2	29176	22325.8632	1	0.302754
ALDH1A3	10689	8748.454	1338.00116	17.1899558
ALDH1A3-AS1	13576	11912.606	170.0095	2.449832
ALDH1B1	3612	3057.551	271.83975	3.934559
ALDH1L2	27429	25488.403	263.006168	1.4051281
ALDH2	14042	12655.852	1796.00572	39.55449
ALDH3A1	18966	14265.029	108382.11476	3437.118711
ALDH3A2	89350	77710.681	11062.11940035	159.586745404008
ALDH3B1	18008	15512.907	6294.8137	109.335208
ALDH3B2	14536	11209.408	4	0.122506
ALDH4A1	11489	9825.602	523.0003	7.790964
ALDH5A1	23808	21035.563	1043.04417	8.88926394
ALDH6A1	13563	11622.352	573.97512	7.370137
ALDH7A1	62275	52109.5232	3840.43907	88.2857757
ALDH8A1	9031	7370.076	5	0.0868107
ALDH9A1	5240	3853.907	3123.99683	55.38872
ALDOA	19714	14458.6379	26962.1819	828.610997
ALDOB	9659	7523.0009	1	0.0323328
ALDOC	9026	6531.009	76.99999	2.3186592
ALG1	66233	59301.852	1205.0015794	28.108559195
ALG10	7098	5989.051	307.5367	10.171781
ALG10B	14168	13059.051	905.6114	7.041217
ALG11	82366	77375.609	1325.63153676718	9.6511510394044
ALG12	6757	5925.352	621.0005	5.69736
ALG13	56957	46997.6226	1308.156751832	60.33042217286
ALG14	9980	9293.7421	407.438	1.63734
ALG1L2	4314	2927.864	1	0.053627
