gene_id	length	eff_length	est_counts	tpm
ABCC6P1	11680	10100.448	26.45798	1.4175367
ABCC6P2	2598	1545.03	12.326690667559	1.0920048565507
ABCC8	390247	363921.448	42.043558107035	0.52469849561293
ABCC9	79424	74158.808	1.04709	0.00473594
ABCD1	5353	4563.228	135.99968	2.049191
ABCD2	6290	6026.74	2	0.0126152
ABCD3	16851	15008.192	2162.27182	36.9092928
ABCD4	30518	23150.863	975.64146	35.586497
ABCE1	13267	10634.758	6009.04855	85.243559
ABCF1	95837	83005.647	2567.600821	42.383357305
ABCF2	7396	6132.6804	2649.83984	37.411219
ABCF2-H2BK1	2185	1921.74	1558.12	30.8213
ABCF3	20582	15843.528	1123.99971	29.546856
ABCG1	27939	25043.148	24	0.336317
ABCG2	14605	13288.774	1742.27153	25.0387166
ABCG4	13493	11913.492	9	0.1032187
ABCG8	12249	11459.22	1	0.0217505
ABHD1	10893	8787.019	27.5279	0.8155161
ABHD10	6358	5041.712	1233.9996	32.30471
ABHD11	13306	9621.026	228.00085	12.566965
ABHD12	26384	20065.922	503.93715	18.706431
ABHD13	5313	5049.74	671	5.05126
ABHD14A	4232	2915.72	194.97547	9.881209
ABHD14A-ACY1	55711	48076.575	52.17417	1.1418761
ABHD14B	12619	10512.994	752.99955	20.153459
ABHD15	3492	3228.74	414.683	4.88235
ABHD16A	115586	89286.054	463.719491593084	16.54375879731
ABHD17A	18687	16580.928	615.07241	5.547711
ABHD17B	4377	3850.48	557.0003	8.98695
ABHD17C	8021	6704.708	808.9998	17.902949
ABHD18	17533	15953.471	294.34927	4.536459
ABHD2	15733	13100.615	5993.44444	30.017815
ABHD3	11997	9398.0317	385.41042	10.750342
ABHD4	9054	6519.994	2923.19995	70.7525968
ABHD5	28268	24055.92	762.99968	16.643346
ABHD6	7586	5765.2935	210.00041	5.47854
ABHD8	3167	2377.282	69	1.47463
ABI1	39212	35789.624	1156.85482	17.0575288
ABI2	60976	54658.104	2331.53556	23.8605338
ABI3BP	49452	41874.9461	116.9999172775	2.67816480387723
ABITRAM	3350	2299.371	935.14865	22.55079
ABL1	12829	12039.251	3447.61794	24.74912
ABL2	51826	48140.888	1622.058966	7.03058336
ABLIM1	44713	40774.238	1857.6391	11.957505
ABLIM2	39930	35485.6713	2	0.0646341
ABLIM3	26753	23857.293	672.280352	7.46885027
ABO	11951	10110.455	11.73556	0.1480842
ABR	122394	96062.9388	4600.61966090691	68.576387332983
ABRACL	1238	711.571	551.24	40.643384
ABRAXAS1	15206	12836.703	452.47909	9.1828567
ABRAXAS2	2955	2691.74	961	13.5718
ABT1	2943	2679.74	690	9.78819
ABTB1	20501	16552.233	293.00003532199	5.297483481988
ABTB2	5471	4944.511	843	6.90387
ABTB3	20146	18303.192	868.00165	8.2990545
ACAA1	23594	18855.441	1047.192	31.757731
ACAA2	10177	8334.219	2418.0036	62.511425
ACACA	122089	110010.4698	4853.7299786	32.35871558
ACACB	38581	34675.2974	681.6907643278	6.684330043326
ACAD10	32695	26377.449	718.01833	11.506591
ACAD11	18787	16154.474	502.5752	7.754667
ACAD8	24051	19575.757	580.01602	12.599658
ACAD9	73163	65265.301	1391.12613	24.2386221
ACAD9-DT	4088	3298.385	23	0.808094
ACADL	8692	7375.712	2.00069	0.0608033
ACADM	160280	144221.274	1383.00307322301	34.7384457554221
ACADS	4399	3609.224	391.9998	9.93932
ACADSB	8543	7490.043	1199.00157	15.120489
ACADVL	33884	23665.1395	8354.05325	290.556217
ACAN	46651	44544.928	2	0.0195158
ACAP1	12833	9786.9448	4.99999	1.496357
ACAP2	20656	16768.154	1238.99639	9.316615
ACAP2-IT1	690	426.744	4	0.356319
ACAP3	21846	18488.6327	576.9442084432	24.999994190737
ACAT1	23239	17447.765	3058.10557	131.4347829
ACAT2	4017	3227.224	1708.00373	52.3117447
ACBD3	3878	3383.6485	1689	19.3348
ACBD4	20858	16645.997	317.82191	9.14922
ACBD5	94759	87124.468	1947.24777529833	24.6717732953793
ACBD6	19075	16968.959	1881.9985	62.37008
ACBD7	3844	3317.55	63	0.770871
ACCS	13712	10292.64	761.75464	21.064981
ACCSL	3626	3099.48	1.0000001499	0.024640645526
ACD	61388	49827.674	701.0004128	22.168104339
ACE	33609	28081.555	10.00009052	0.355081982
ACE2	45226	42330.148	1	0.0131731
ACER2	2773	2509.74	72	1.09056
ACER3	120470	111255.978	2001.287253	20.34708434
ACHE	24778	21092.438	13.00000402182	0.3498383567772
ACIN1	42379	36331.212	5326.17187	79.82764
ACKR2	12651	9755.284	1	0.0145329
ACKR3	2728	2201.484	239.2627	5.446166
ACKR4	2734	2207.723	1	0.018573
ACLY	22539	19906.567	26262.82385	273.593439
ACNATP	1225	961.744	1	0.0395264
ACO1	14662	13872.22	883.412	7.4892374
ACO2	86407	78245.952	2377.43746	40.4725146
ACOT1	2957	2430.48	19.70965	0.572394
ACOT11	15293	13976.752	106.11408	1.5873863
ACOT12	4130	3076.972	1	0.0912173
ACOT13	9165	8375.224	234.334376251	8.7987137861
ACOT2	5151	4099.462	715.0292	22.76647
ACOT4	1465	1201.74	66	2.08775
ACOT7	12720	10350.668	1341.00032	41.283068
ACOT8	16308	12885.687	310.99951	14.959376
ACOT9	13693	11586.998	2890.85521	65.178546
ACOX1	24507	21115.5751	1173.00091785	16.094879939
ACOX2	12095	8673.011	94.000051	4.3108545
ACOX3	12044	9937.99	395.99983	8.0441456
ACOXL	15152	12257.924	6	0.1347574
ACP1	10510	7088.324	4495.1337	175.530397
ACP2	18262	14353.8184	689.99964	15.0311603
ACP3	9543	7173.871	10	0.1306
ACP6	19774	17141.478	553.00444	16.04669
ACP7	7675	6621.968	3.373464	0.080412
ACRBP	8732	6362.79	9	0.285251
ACRV1	4554	3500.972	1	0.0488148
ACSBG1	19122	15436.562	2.9999957988	0.019161401233
ACSF2	21502	15051.6606	641.99989	25.3761796
ACSF3	37231	32229.773	545.56157	15.3437433
ACSL1	50441	46228.84	637.00045	7.4256882
ACSL3	155774	146296.955	6783.23559202434	82.4213732001752
ACSL4	64412	59675.62	2857.00073	25.8821216
ACSL5	18430	16323.959	10	0.129975
ACSL6	93638	84687.987	3.0005103	0.148751579
ACSM2B	26831	21830.252	3	0.051773
ACSM3	16090	12142.435	415.28597	9.573315
ACSS1	16590	15273.7	710.00015	7.9518191
ACSS2	24016	17746.2573	513.9405	12.84564
ACSS3	25012	22383.228	3	0.0422914
ACTA1	5150	4360.22	1	0.0327781
ACTA2	10595	9015.444	206.69784	6.0688632
ACTA2-AS1	4746	3692.972	8	0.4121259
ACTB	29676	23621.504	76431.234717	1897.6846294
ACTBL2	2794	2530.74	1	0.015021
ACTBP4	1070	806.744	1	0.0471206
ACTG1	46121	39539.512	140389.032187	3227.17051333
ACTG1P12	1166	902.744	1	0.0421097
ACTG1P17	3318	2528.255	1	0.138854
ACTG1P20	468	204.81	4.00046	0.742514
ACTG1P24	877	613.744	2	0.123877
ACTG1P25	3354	2827.484	1	0.0493856
ACTG1P3	1114	850.744	4	0.178734
ACTG1P9	2658	2394.74	1.00001	0.0158742
ACTG2	10172	7802.761	4	0.2746982
ACTL11P	3959	3695.74	3	0.0308579
ACTL6A	12241	8689.7755	2777.0012727	112.7319460139
ACTL8	3511	2984.48	49.99997	1.324126
ACTMAP	12145	9518.886	539.63043	9.255475
ACTN1	128172	115839.8594	12165.06163	153.7212822
ACTN2	95891	89324.116	1	0.0219641
ACTN4	24573	21677.356	6032.1835	293.458089
ACTR10	15052	10840.231	1532.99993	49.420234
ACTR1A	11842	9999.292	4366.40986	67.923068
ACTR1B	4085	3295.228	1152.995	26.03329
ACTR2	7609	6556.022	19657.65751	255.606862
ACTR3	17365	15258.994	10876.00263	234.970303
ACTR3-AS1	2315	1264.326	7	0.411445
ACTR3B	11333	10039.3631	259.2037	6.4488649
ACTR3C	9822	8242.535	6.1229	0.1419189
ACTR5	2547	2283.74	425	7.07437
ACTR6	14833	11422.1836	1208.99898047568	45.8171040124559
ACTR8	8780	7200.504	605.81655	10.2763
ACTRT3	1671	1407.74	86	2.32232
ACVR1	64005	57423.624	698.998979259294	10.0667344088768
ACVR1B	13089	11246.556	1100.83088	12.0008937
ACVR1C	13410	12356.96	2	0.00885108
ACVR2A	15660	13857.8554	199.0004	2.851143
ACVR2B	18818	18028.18	394.99968	1.30910783
ACVR2B-AS1	2517	2253.74	11	0.185539
ACVRL1	18811	16706.426	2.0011900183708	0.028664250178436
ACY1	31434	23802.324	516.85075	18.948259
ACY3	2304	1777.484	47	1.61289
ACYP1	3829	2249.518	342.55738	38.204043
ACYP2	9638	7268.688	55.08881	2.6752802
ADA	104194	88135.281	954.390150352582	27.5645390077441
ADA2	87575	79677.388	2.999998	0.0455603
ADAD2	12430	10060.788	1	0.0166821
ADAL	17658	15552.046	143.20008	3.043016
ADAM10	27325	22849.907	6594.57543	143.529704
ADAM11	14864	13547.704	156.00038	1.957616
ADAM12	21142	19308.169	590.99963	4.6010327
ADAM15	54678	46276.8489	2094.8213686975	45.1910567471
ADAM17	92394	85022.798	3259.00159002011	38.1757597002495
ADAM19	15169	13852.704	1136.99976	7.0329261
ADAM20	5575	5048.48	2.9999952	0.04523779
ADAM21	5808	5281.48	2	0.0318946
ADAM22	51256	47570.424	33.999975	0.3068236
ADAM23	9508	8718.307	285.99933	3.696234
ADAM28	25586	22163.868	6.9999958007	0.134490643838
ADAM32	37186	31474.3271	37.58145	0.6245057
ADAM33	15949	14632.7	5.00021	0.0590906
ADAM3A	17749	15379.672	7	0.339958
ADAM7-AS1	2507	1454.03	1	0.0795704
ADAM8	15135	12240.028	122.99997	3.2961151
ADAM9	121345	113123.815	15286.53393	151.5377447
ADAMTS1	42213	39580.404	19.08518757262	0.2040698746296
ADAMTS10	24623	20937.516	509.348101608	29.451920354
ADAMTS12	20711	18195.1193	1074.99946	14.57738
ADAMTS13	28446	26076.668	37.99995128254	0.6923217117886
ADAMTS15	6006	5742.74	390	2.58162
ADAMTS16	11075	10118.3468	86	0.820892
ADAMTS16-DT	11444	10390.96	7.00000086399	0.084316024066
ADAMTS17	16495	14195.7781	1	0.0223515
ADAMTS18	11492	9134.7308	6	0.0409508
ADAMTS3	8111	7321.228	3.000002	0.0631735
ADAMTS4	12085	11307.9074	4.14926	0.0165793
ADAMTS6	23316	21221.6412	41.00003	0.58651
ADAMTS7	15310	13993.704	145.94967	1.720141
ADAMTS7P3	3716	3452.74	1.05028	0.0115635
ADAMTS8	5878	5351.48	14	0.158169
ADAMTS9	32987	30354.532	21.000024	0.2481107
ADAMTS9-AS1	21355	15826.874	1	0.0760675
ADAMTS9-AS2	21246	18876.691	1.00155	0.0111073
ADAMTSL1	40922	36974.32	6	0.1923229
ADAMTSL3	23828	21722.044	5.70622	0.0800012
ADAMTSL4	26861	24754.92	134	1.931387
ADAMTSL4-AS2	665	401.744	4	0.378492
ADAMTSL5	11518	8637.81	39.00002	0.830119
ADAP1	25355	20355.017	23.87676	0.4629557
ADAP2	12081	9225.8054	124.99951	2.5391341
ADAR	171206	162810.7174	7471.771497099	49.48165148781
ADARB1	49937	46019.8484	624.000522156	10.49872471501
ADAT1	14271	11638.667	1199.05142	22.713836
ADAT2	13419	12629.272	379	5.12758
ADAT3	2582	2055.484	36.00002	1.132998
ADCK1	13280	11173.967	199.00002	6.00178
ADCK2	7766	6449.708	537.99992	10.048307
ADCK5	8055	5996.316	177.00002	5.425076
ADCY1	17966	16649.668	88	0.683323
ADCY10	18619	17302.704	6	0.07798242
ADCY10P1	8931	8141.272	22.03686	0.2020534
ADCY2	21417	19311.233	1.0025	0.00395131
ADCY3	24766	21343.787	2257.74395	48.899238
ADCY5	51149	46936.98	12.00001	0.4004718
ADCY6	27538	25171.999	1371.81434047453	12.0828480032134
ADCY6-DT	912	385.696	9	1.63066
ADCY7	37862	33765.0568	153.881919166	8.0922254535
ADCY9	13550	11707.281	428.03396	3.1318713
ADCYAP1R1	27318	25212.153	1	0.00621479
ADD1	58674	51096.867	1681.10912	24.3089714
ADD2	31250	27564.539	3087.46112	32.7595659
ADD3	20838	15758.9482	1265.434742	13.2410192
ADD3-AS1	12012	10695.708	6	0.0376208
ADGRA2	13785	12995.251	127	0.743974
ADGRA3	20917	17532.5843	1403.93844	15.1326923
ADGRA3P1	4815	4288.48	6.06498	0.0981786
ADGRB1	21921	20604.704	15	0.2735298
ADGRB2	47181	43232.218	545.99934	5.9166024
ADGRB3	21850	20270.502	3	0.042813
ADGRB3-DT	35487	31274.924	1	0.00931324
ADGRD1	34293	30081.126	12	0.1057401
ADGRD1-AS1	2314	1787.484	13.22037	0.531898
ADGRD2	14513	12407.015	6.00169	0.122153
ADGRE1	16712	14605.959	184.99955267	2.993939246
ADGRE2	29952	26529.686	11.0229	0.2507053
ADGRE5	16410	12235.6924	1284.97671	30.86829
ADGRF1	29277	25854.729	2	0.0293462
ADGRF3	27532	24948.7224	11	1.005915
ADGRF4	9277	8487.22	211.9997	2.826501
ADGRF5	12586	11532.995	3	0.0211005
ADGRG1	86665	65893.3051	3256.44051	68.5272637
ADGRG2	51511	48615.14	340.003630009842	2.93019460008475
ADGRG3	10261	8418.223	14	0.427134
ADGRG5	15160	13323.756	2	0.1702465
ADGRG6	35448	31762.525	6703.84404	59.5586575
ADGRL1	19508	17402.21	162.999550073461	1.19275900036794
ADGRL1-AS1	4109	3319.255	39	0.56355
ADGRL2	181818	170771.89	612.8344	5.5126349
ADGRL3	97483	92481.046	6.000007	0.1174108
ADGRL4	28091	23615.913	2	0.0378676
ADGRV1	112990	103249.583	21.62192	0.45002267
ADH1B	19670	18090.444	3.999997	0.04005409
ADH1C	3471	2418.026	1	0.119628
ADH4	10895	8051.5443	4.08557	0.089323
ADH5	13311	9906.7321	4573.02841	125.56974
ADH6	11506	9400.015	4	0.0598946
ADHFE1	19717	15505.053	17.535804	0.9750195
ADI1	8607	7553.964	3167.55234	62.001952
ADIPOQ	9141	8614.48	4.006780315571	0.03559810276682
ADIPOR1	7253	5936.712	2218.0003	46.924604
ADIPOR2	7219	5376.609	2109.10069	23.233993
ADIRF-AS1	9156	8103.012	126.27029	2.112533
ADISSP	5221	4167.968	2283.9972	88.309422
ADK	21071	17389.338	1318.00088	39.964886
ADM	9538	7431.99	2254.00362	78.843405
ADM-DT	803	539.744	17	1.19731
ADM2	8489	7962.48	15.019100048109	0.144551000455755
ADM5	788	524.744	12.541	0.908511
ADNP	43299	40929.668	3079.8917	28.862677
ADNP-AS1	3846	2792.976	15.99998	0.812045
ADNP2	7631	6485.074	1266.00335	10.370582
ADO	3760	3496.74	1303	14.1653
ADORA1	14778	12935.188	7.000005	0.12410849
ADORA2A	18331	14382.275	29.99999	0.703497
ADORA2A-AS1	7195	6141.964	71	1.17668
ADORA2B	3397	2870.48	162	4.89242
ADPGK	22081	18395.548	973.55095	16.4499893
ADPGK-AS1	5987	5197.224	1	0.0154107
ADPRH	14097	12254.215	247	3.4020488
ADPRHL1	23161	21844.704	211.99976	8.9611411
ADPRM	5020	3966.968	177.71987	6.107858
ADPRS	1651	1387.74	486	13.3129
ADRA1A	21072	18176.175	1.00029	0.0207932
ADRA1B	3531	2741.303	60.4343	1.0239
ADRA1D	3454	2927.532	94	1.33396
ADRA2A	3879	3615.74	1	0.0105135
ADRA2B	3696	3432.74	2	0.022148
ADRA2C	3742	3215.48	85	1.71988
ADRB1	3039	2775.74	48	0.657368
ADRB2	2013	1749.74	114	2.47672
ADRM1	5635	4318.708	2983.35754	97.416732
ADSL	62059	52903.6636	3395.44415	92.333802
ADSS1	16683	13276.7855	122.00715	4.531156
ADSS2	4294	3504.228	2655.9951	45.468153
ADTRP	9721	7088.486	14	0.790025
AEBP2	17794	15424.78	1346.3424	27.87231
AEN	11592	10012.539	3030.72504	42.607017
AFAP1	35541	32918.321	6438.01129	38.237506
AFAP1-AS1	12252	11725.48	3	0.0174251
AFAP1L1	14034	12487.8907	600.9999	9.959744
AFAP1L2	17712	15869.219	1886.99993	21.592467
AFDN	85546	79491.377	706.678830791137	8.36613926319113
AFDN-DT	15658	12337.8611	2.00034	0.0530198
AFF1	39129	35970.103	992.776988763	4.9006248761888
AFF4	19389	17019.967	2886.11417	12.5885039
AFF4-DT	395	133.472	1	0.28481
AFG1L	12517	10674.25	127.01152	4.06368
AFG3L1P	48644	42852.429	364.07964054	8.8897383021
AFG3L2	30123	26964.016	2404.99506	39.79988
AFMID	12178	8229.406	355.15335	32.654848
AFP	6751	5018.9423	28.00003	2.0635723
AFTPH	38794	35634.884	1309.388764925	13.64337762349
AFTPH-DT	1924	1660.74	2	0.0457798
AGA	5103	3524.122	492.00023	20.852496
AGA-DT	6873	5819.991	5	0.3333664
AGAP1	40163	37003.906	1833.00288934954	13.7603470688291
AGAP1-IT1	1360	833.488	5	0.474296
AGAP10P	2418	2154.74	25.3751	0.447671
AGAP12P	4500	3973.48	13.8296	0.250853
AGAP13P	2061	1797.74	11.2788	0.238497
AGAP14P	2060	1796.74	2.06073	0.0435995
AGAP2	15890	14836.964	7	0.0519245
AGAP2-AS1	1500	1236.74	449.476	13.8157
AGAP3	28591	22040.9572	1310.24605	44.018628
AGAP4	6647	5347.0792	166.39911	4.92383
AGAP5	5646	4856.272	107.97363	4.78141
AGAP6	25589	22956.4	243.23095	4.1894278
AGAP9	2387	2123.74	205.593	3.68004
AGBL1-AS1	3020	2230.294	1	0.0275717
AGBL2	17062	13667.7151	59.999996	1.9413628
AGBL3	13907	12064.267	89.19719	6.191817
AGBL4	10359	9042.704	1	0.0319248
AGBL5	15629	12996.588	1274.10354	28.269004
AGER	109812	82696.989	68.0000244	2.87703264
AGFG1	19576	17469.959	5296.9988	100.825434
AGFG2	9853	8536.708	329.00025	7.255987
AGGF1	7009	5955.999	1328.61	11.9492
AGGF1P1	2073	1809.74	7.94354	0.166857
AGGF1P2	2106	1842.74	9.05646	0.186827
AGK	48877	41251.92	1765.000322414	52.3559218891
AGK-DT	4069	2756.813	1	0.180324
AGL	50772	48665.924	812.99956	4.52286076
AGMAT	3095	2831.74	88.9088	1.19354
AGMO	3998	2945.323	120	2.487538
AGO1	35612	33769.14	1185.003499	4.80647302
AGO2	23901	21330.8026	2323.99886	8.7018924
AGO3	30381	28538.206	407.0915	3.719591
AGO4	8091	7332.3243	254.05213	2.563167
AGPAT1	113593	98850.468	1300.886	24.7672248
AGPAT2	4465	3411.968	977.0004	31.16196
AGPAT3	38068	33331.701	2081.50186	21.896185
AGPAT4	24007	22427.5	240.00251	1.862069
AGPAT5	10703	8860.368	2755.41122	39.507123
AGPS	117737	111155.472	3011.65651	41.0291227
AGR2	5094	3426.2045	262.47227	20.607215
AGRN	35898	33305.1634	6240.30463	44.676605
AGT	50884	47461.62	2	0.0123689
AGTPBP1	20524	18417.936	1006.0002	10.213198
AGTR1	17199	14829.664	31.00004	0.68214
AGTRAP	12780	9094.443	863.0001	39.326259
AHCTF1	37689	35856.55	3655.8861262605	19.835551151975
AHCTF1P1	6821	6557.74	3.66066	0.0212203
AHCY	9060	7480.5	10896.5066	224.58278
AHCYL1	12861	11281.479	6870.99999	78.1787409
AHCYL2	19971	16812.043	582.99547	6.417416
AHDC1	45132	40656.898	461.999578952	7.65597352142
AHI1	298954	281579.317	954.771002371411	9.38453194088867
AHI1-DT	33940	27358.855	18	0.5549472
AHNAK	23590	21484.016	23698.97618	66.68291
AHNAK2	41815	40761.88	6121.19939	28.7747537
AHR	19704	18063.3689	863.48751	11.033841
AHRR	23254	20358.425	154.11369	1.569377
AHSA1	10216	6793.961	6654.99578	429.809725
AHSA2P	27877	23929.826	1682.28134386993	37.220080118092
AHSG	4396	3606.22	1	0.0294743
AICDA	22282	19989.5845	4.0649	0.0679303
AIDA	10531	8951.456	3032.9327	42.457901
AIDAP2	5061	4271.228	2.00089	0.0631156
AIF1L	20628	17995.786	131.00023	2.046513
AIFM1	64019	55857.956	3990.14587	77.7835075
AIFM2	9903	8849.964	1455.4138	19.88726
AIFM3	25525	20523.358	75.0000900452229	2.65525900085667
AIG1	16326	13693.633	549.17384	21.2565838
AIM2	14706	12600.003	2	0.0248399
AIMP1	45485	40483.095	2493.998890305	70.46857454564
AIMP2	3942	2888.976	1598.59834	65.87308
AIP	13148	10252.172	864.9998	34.39082
AJM1	4642	4378.74	102.316	0.888257
AJUBA	9761	7918.62	4110.14203	50.095607
AJUBA-DT	2412	1622.259	58	4.946055
AK1	5316	3736.541	564.57768	24.880078
AK2	77796	71546.145	6214.1267886998	196.231916091177
AK3	10489	9435.964	234.65891355	6.3781922567
AK3P3	664	400.744	4	0.379437
AK4	25737	23630.936	873.47376	13.131427
AK4P1	672	408.744	56.2381	5.23029
AK4P3	2435	1908.532	15.0451	0.344588
AK5	14316	10987.4106	253.999497	9.794878
AK6	9266	6633.618	1126.72711311	46.844047864
AK7	6475	5158.766	144.99991	4.330315
AK8	6769	5505.2208	14	0.404486
AK9	24100	20941.599	65.00005	2.4501869
AKAP1	31900	26898.474	2729.59375	29.596347
AKAP1-DT	3008	2218.228	24.21385	1.6800636
AKAP10	11370	8534.615	1473.99886	19.366693
AKAP11	9915	9651.74	372.323	1.46643
AKAP12	28101	26784.731	5698.57	33.29482
AKAP13	58912	52637.7786	1903.42809	9.9257384
AKAP17A	17236	15656.44	1289.9998	18.880974
AKAP3	8932	7352.537	5.00000125	0.3032286991
AKAP5	9088	8561.48	137.142	0.837655
AKAP6	34100	30161.236	50.000018	0.6935707
AKAP7	17587	14691.76	135	3.0371284
AKAP8	37276	34116.911	989.9994	14.171165
AKAP8L	88174	77907.145	1244.00104	28.1365064
AKAP9	285747	277322.044	1343.4816162895	5.69693389130283
AKIP1	10534	7638.344	571.8283667583	35.50457334469
AKIRIN1	5979	4925.968	1704.3331	34.27673
AKIRIN2	2311	1785.06	294.2857	27.28382
AKNA	34428	32115.9986	329.00407	7.854556
AKNAD1	18654	16021.518	18	1.0733864
AKR1A1	12197	8528.5023	1395.00046	61.673424
AKR1B1	12448	8762.614	40878.9764	1599.376366
AKR1B10	3784	2730.972	81357.152	2390.2782
AKR1B15	6251	5197.964	204.0922	5.73891
AKR1C1	11495	10178.712	8072.578	297.86653
AKR1C2	11946	9313.619	58474.46142	3134.8286
AKR1C3	9878	6982.207	30230.61229	1260.2508139
AKR1C4	3414	2624.228	3.00025	0.122803
AKR1C5P	609	345.744	1	0.109949
AKR1C7P	895	631.744	33.8257	2.03541
AKR1C8	4955	3902.02	8	0.233335
AKR1D1	8139	6593.3424	1	0.0390794
AKR1E2	11862	8465.9311	231.06015	11.27447
AKR7A2	4733	3416.764	704.00049	24.844831
AKR7A3	1215	951.744	4	0.159767
AKR7L	3842	3052.251	6	0.1810641
AKT1	61396	55604.342	3938.16181	70.3796382
AKT1S1	15664	13313.8254	1068.74075	16.415921
AKT2	52976	41552.0385	4995.74048	149.52072
AKT3	66914	59280.485	2105.6389837	29.048905002
AKTIP	14918	11232.566	379.92011	11.6789348
ALAD	10721	8351.823	780.99991	12.848546
ALAS1	10250	8682.1302	2020.99608	40.511069
ALB	20218	15282.4886	2	0.0623315
ALCAM	20408	18038.699	5691.62759	56.975338
ALDH16A1	15868	13796.9354	1074.89684	15.222965
ALDH18A1	8708	7391.739	3515.99713	45.831115
ALDH1A1	6221	4455.8734	283833.5644	7769.56003
ALDH1A3	10689	8846.277	942.00022	12.137038
ALDH1A3-AS1	13576	11996.5	203.999756	3.70015463
ALDH1B1	3612	3085.511	467.429	6.42698
ALDH1L1	37202	32463.454	2	0.0394187
ALDH1L2	27429	25586.267	379.17642	2.503485
ALDH2	14042	12725.762	1126.36386	24.777944
ALDH3A1	18966	14496.861	19598.56449	659.383273
ALDH3A2	89350	78295.334	9888.078078	135.2341509
ALDH3B1	18008	15638.703	4951.2583	84.45938
ALDH3B2	14536	11377.014	2	0.0629509
ALDH4A1	11489	9909.496	645.0003	10.2365126
ALDH5A1	23808	21175.482	840.805024	6.98908288
ALDH6A1	13563	11720.215	326.11318	3.998287
ALDH7A1	62275	52617.3008	3039.085913	73.26873512
ALDH8A1	9031	7452.509	3	0.0538003
ALDH9A1	5240	3923.77	2586.99926	48.416446
ALDOA	19714	14719.695	26222.24642	828.0498955
ALDOC	9026	6656.765	73.00003	2.616382
ALG1	66233	59651.535	936.503570579937	24.7186190038652
ALG10	7098	6044.991	315.3123	7.785225
ALG10B	14168	13114.991	656.35295	4.775077
ALG11	82366	77627.292	1279.80534	9.7967071
ALG12	6757	5967.228	510.99952	4.346758
ALG13	56957	47455.5167	1032.30091	50.3555684
ALG13-AS1	195	20.7064	2	3.67174
ALG14	9980	9319.6264	347.69206	3.19733
ALG14-AS1	1096	832.744	1	0.0456494
